,player_display_name,recent_team,games,fantasy_points_ppr,fppg_ppr,targets,receptions,receiving_yards,receiving_tds,target_share,air_yards_share,wopr,racr,adot,catch_rate,yards_per_target,yac_per_rec,avg_snap_pct,rz_targets
144,Noah Brown,WAS,4,13.3,3.32,10,5,83,0,0.0914870689655172,0.1611180304728691,0.2500132247792843,0.7105722427065551,14.5,0.5,8.3,2.2,0.41,2
145,Elijah Moore,BUF,9,28.6,3.18,17,9,112,0,0.0676890561129691,0.0964988074885285,0.1690827494114236,1.712509531384134,8.35,0.529,6.59,6.44,0.3144444444444444,0
146,Ray-Ray McCloud,ATL,4,12.400000000000002,3.1,14,6,64,0,0.1032900026802465,0.0869654846012725,0.2158108432412606,0.5056818181818182,5.64,0.429,4.57,7.67,0.5,1
147,Casey Washington,ATL,5,15.400000000000002,3.08,14,6,94,0,0.082329355232581,0.1860666760047243,0.2537407060521786,0.5085938375350141,18.71,0.429,6.71,2.0,0.37,0
148,Scott Miller,PIT,5,15.2,3.04,14,9,62,0,0.0778697357644726,0.0755963793194958,0.1697220691703559,1.269467787114846,5.29,0.643,4.43,3.44,0.1930769230769231,2
149,Darius Cooper,PHI,6,18.200000000000003,3.03,11,9,92,0,0.0642493041873846,0.0677112491803744,0.1437718307073391,2.2976998491704377,9.91,0.818,8.36,2.44,0.2584615384615384,0
150,Jack Bech,LV,14,42.4,3.03,29,20,224,0,0.0797808118213671,0.1078032254359282,0.1951334755372005,1.7052601015366973,8.28,0.69,7.72,3.4,0.3975,4
151,Xavier Smith,LA,16,48.3,3.02,24,18,303,0,0.0457899982478967,0.0766656540165798,0.122350955183451,0.6670830558755088,16.88,0.75,12.62,5.94,0.214375,3
152,Jimmy Horn Jr.,CAR,10,28.7,2.87,15,11,108,0,0.0635215219754232,0.0269112407848898,0.1141201515125577,1.1958178053830228,6.0,0.733,7.2,6.45,,0
153,Adonai Mitchell,IND,8,22.200000000000003,2.78,16,9,152,0,0.064404165252156,0.1070483829682219,0.1715401159559894,0.661295520464067,16.12,0.562,9.5,5.67,0.25125,8
154,Malachi Corley,CLE,12,31.6,2.63,14,11,79,0,0.0497532696198836,-0.006601797748073,0.0700086460061743,4.0,-0.5,0.786,5.64,6.18,0.2492307692307692,1
155,Jamari Thrash,CLE,8,20.7,2.59,15,10,107,0,0.0578065737566275,0.0765736723300362,0.1403114312659667,1.1936616161616165,6.8,0.667,7.13,3.9,0.3511111111111111,1
156,Allen Lazard,NYJ,9,23.0,2.56,18,10,70,1,0.0631962115609068,0.057289527700378,0.134896986731625,0.7008642282835831,7.89,0.556,3.89,3.3,0.39,6
157,Mason Tipton,NO,8,20.4,2.55,17,11,76,0,0.0542284358636592,0.0566691628327789,0.1210110677784341,0.4432564640111809,8.76,0.647,4.47,3.36,0.3021428571428571,2
158,Konata Mumpfield,LA,10,25.2,2.52,23,10,92,1,0.0616029602622032,0.0724399804041024,0.1431124266761766,0.4852128173206604,12.87,0.435,4.0,2.5,0.3217647058823529,4
159,Dante Pettis,NO,8,19.700000000000003,2.46,11,9,127,0,0.0424674226719661,0.0424931009685843,0.0934463046859582,1.5714285714285714,9.55,0.818,11.55,9.56,0.2224999999999999,0
160,Braxton Berrios,HOU,4,9.7,2.43,8,6,37,0,0.0491990846681922,0.0180515239477503,0.0864346937657135,0.7307692307692307,3.0,0.75,4.62,3.0,0.1924999999999999,2
161,Tyler Lockett,TEN,7,17.0,2.43,21,10,70,0,0.098168242582276,0.0956124696651914,0.2141810926390481,0.6522972825493835,7.62,0.476,3.33,2.8,0.4514285714285714,3
162,Jordan Whittington,LA,15,36.3,2.42,25,18,171,0,0.0506934208524387,0.0384538778695844,0.1029578457873672,1.6861851715607872,6.84,0.72,6.84,4.89,0.4082352941176471,1
163,Cody White,SEA,8,18.0,2.25,4,3,90,1,0.0200181159420289,0.0287904830001191,0.0501805120131269,2.1750000000000003,9.75,0.75,22.5,19.33,0.2759999999999999,0
164,Gunner Olszewski,NYG,16,35.82000000000001,2.24,13,10,145,1,0.0255926724137931,0.0396476545748289,0.0661423668230699,2.179729214340198,10.0,0.769,11.15,7.4,0.101875,2
165,Dont'e Thornton Jr.,LV,11,23.5,2.14,30,10,135,0,0.0994778626192629,0.2486712522982863,0.3232866705376948,0.2144719825310265,16.57,0.333,4.5,3.8,,0
166,Savion Williams,GB,12,25.500000000000004,2.13,10,10,78,1,0.0262590187590187,0.0036875893339136,0.0419698406722676,0.8333333333333334,1.7,1.0,7.8,6.1,0.1149999999999999,4
167,Malik Heath,GB,7,14.6,2.09,7,6,86,0,0.0305118982458883,0.028121361185883,0.0654528001989507,1.6935714285714287,9.29,0.857,12.29,4.83,0.3018181818181818,0
168,James Proche,TEN,6,12.5,2.08,12,6,65,0,0.0596193345316152,0.1073695847270173,0.164587711106335,0.5161949685534591,14.58,0.5,5.42,0.33,0.2988888888888888,0
169,Efton Chism III,NE,8,16.5,2.06,3,3,75,1,0.01625,0.0183321542270958,0.0372075079589671,2.171052631578948,11.67,1.0,25.0,13.33,,0
170,Jalen Brooks,ARI,4,8.100000000000001,2.03,6,3,51,0,0.0367822966507177,0.0557528409090909,0.0942004336124401,0.7392857142857143,11.33,0.5,8.5,6.33,0.346,0
171,Marquez Valdes-Scantling,SF,4,8.0,2.0,8,4,40,0,0.0490531650071123,0.0701679782494546,0.1226973322852868,0.5143849206349207,11.0,0.5,5.0,1.0,0.378,5
172,Justin Watson,HOU,3,6.0,2.0,4,3,30,0,0.0536768652710681,0.0596104154243689,0.1222425887036604,1.0432330827067668,8.25,0.75,7.5,4.67,0.3866666666666667,2
173,Brycen Tremayne,CAR,15,30.0,2.0,18,14,160,0,0.0368054554466338,0.0594515203656164,0.0968242474258823,1.1725182411674346,8.72,0.778,8.89,4.14,0.253125,1
174,Xavier Weaver,ARI,7,13.7,1.96,13,7,67,0,0.0464993785512097,0.0877671715566363,0.1311860879164601,0.4217891483516483,14.77,0.538,5.15,2.86,0.41,3
175,Adam Thielen,MIN,9,16.9,1.88,18,8,69,0,0.0701891641932292,0.0652042626309467,0.1509267301315066,0.454343980713149,8.06,0.444,3.83,1.25,0.2990909090909091,4
176,Dylan Drummond,ATL,6,11.2,1.87,11,7,42,0,0.0708909370199692,0.0837498348810565,0.1649612899466935,0.7200244200244201,7.73,0.636,3.82,2.0,0.2111111111111111,4
177,Trent Sherfield,DEN,3,5.1,1.7,4,3,21,0,0.0386386386386386,0.0435051157499052,0.0884115389828916,0.4649122807017544,9.75,0.75,5.25,4.67,0.248,2
178,Ashton Dulin,IND,12,20.0,1.67,10,5,106,0,0.0267598944514267,0.0481555416900639,0.0738487208601848,2.1478431372549016,15.8,0.5,10.6,10.6,0.2133333333333333,1
179,KeAndre Lambert-Smith,LAC,10,16.1,1.61,12,5,51,1,0.035577046542791,0.0670526201520364,0.1003024039206121,0.54921968787515,17.58,0.417,4.25,4.2,0.188,2
180,Cedrick Wilson Jr.,MIA,6,9.4,1.57,9,5,44,0,0.0621315411545296,0.0626470178186858,0.1370502242048746,0.7165343915343915,8.78,0.556,4.89,5.0,0.355,0
181,Nick Westbrook-Ikhine,MIA,13,19.9,1.53,20,11,89,0,0.0515563539229792,0.0455076011894014,0.1091898517170498,0.5705128205128206,5.5,0.55,4.45,2.55,0.442,2
182,John Metchie III,PHI,4,5.8,1.45,4,4,18,0,0.0410714285714285,0.0066436470125442,0.0662576957659238,1.3333333333333333,1.5,1.0,4.5,3.0,,0
183,Jalin Hyatt,NYG,6,8.5,1.42,14,5,35,0,0.077540435299056,0.1637702359179241,0.2309498180911308,0.1537345283824157,20.0,0.357,2.5,0.4,0.29375,1
184,Tylan Wallace,BAL,11,14.5,1.32,8,4,45,1,0.0281149153876426,0.0461133392593304,0.0744517105629952,0.3425925925925925,13.38,0.5,5.62,4.25,0.2307142857142857,2
185,Austin Trammell,JAX,6,7.6,1.27,10,3,46,0,0.0665876152832674,0.1005065816697604,0.1702360300937334,0.3885714285714285,13.0,0.3,4.6,0.67,0.2266666666666666,1
186,Ryan Miller,TB,9,11.4,1.27,4,2,34,1,0.0128437633035334,0.0256117330703455,0.0371938581045419,0.5,17.5,0.5,8.5,0.0,0.1453846153846154,1
187,Tom Kennedy,DET,6,7.6,1.27,4,4,36,0,0.0246913580246913,0.0313725490196078,0.0589978213507625,1.125,8.0,1.0,9.0,1.0,0.125,0
188,Mason Kinsey,TEN,6,6.800000000000001,1.13,4,2,48,0,0.0186507936507936,0.0514368505995491,0.0639819858958749,0.6337955829481253,23.0,0.5,12.0,1.5,0.109,0
189,Beaux Collins,NYG,4,4.5,1.12,6,2,25,0,0.0495337995337995,0.061121770652197,0.1170859387572371,0.4393939393939394,12.17,0.333,4.17,3.0,0.1377777777777777,1
190,Gage Larvadain,CLE,13,14.4,1.11,14,7,71,0,0.0344527083205062,0.043337026713128,0.082014981179949,0.5255291005291004,8.93,0.5,5.07,4.0,0.2361538461538462,1
191,Ben Skowronek,PIT,16,16.9,1.06,6,4,69,1,0.0137001840218087,0.0266655295997641,0.039216146752548,1.1296296296296295,10.17,0.667,11.5,5.75,0.1541176470588235,1
192,Arian Smith,NYJ,13,13.5,1.04,16,7,52,0,0.0447528159696091,0.0908907616145414,0.1307527570845927,0.6958874458874459,13.5,0.438,3.25,4.71,0.3825,0
193,Kameron Johnson,TB,17,17.7,1.04,7,4,64,1,0.0148754790085902,0.019222560733814,0.0357690110265552,0.3636363636363636,12.57,0.571,9.14,5.0,0.0970588235294117,0
194,Dee Eskridge,MIA,11,10.2,0.93,7,4,62,0,0.0202539232781168,0.0386171691712238,0.0574129033370318,0.5263601263601263,14.0,0.571,8.86,2.25,,0
195,David Moore,CAR,3,2.7,0.9,1,1,5,0,0.0138888888888888,0.012531328320802,0.0296052631578947,1.0,5.0,1.0,5.0,0.0,0.3275,0
196,Deven Thompkins,ATL,7,6.200000000000001,0.89,3,3,27,0,0.0143186306780776,0.0074029611844737,0.0266600188462481,1.0454545454545454,2.33,1.0,9.0,6.67,0.0471428571428571,0
197,Skyy Moore,SF,17,14.8,0.87,7,5,87,0,0.0133346979115957,0.0221973302471142,0.0355401780403736,0.6921768707482993,15.71,0.714,12.43,5.8,0.1011764705882353,0
198,Dareke Young,SEA,8,6.8,0.85,3,2,48,0,0.0147341628959276,0.0335448137556217,0.0455826139728266,0.6666666666666666,19.0,0.667,16.0,0.0,0.0944444444444444,0
199,Ke'Shawn Williams,CIN,3,2.5,0.83,1,1,5,0,0.0101010101010101,0.0062189054726368,0.0195047489823609,1.0,5.0,1.0,5.0,0.0,0.0666666666666666,0
200,Jake Bobo,SEA,5,4.0,0.8,2,2,20,0,0.0152298850574712,0.0116847498493068,0.0310241524807216,2.1538461538461537,7.0,1.0,10.0,3.0,0.17,0
201,KhaDarel Hodge,ATL,8,6.1,0.76,10,3,31,0,0.04061986863711,0.0666510792913656,0.1075855584596209,0.0984126984126984,15.0,0.3,3.1,3.0,0.1058333333333333,0
202,Jonathan Mingo,DAL,5,3.5,0.7,5,1,25,0,0.0304708125926904,0.0629389872835256,0.0897635099875036,0.238095238095238,19.4,0.2,5.0,4.0,0.2066666666666666,0
203,Andre Baccellia,ARI,4,2.8,0.7,4,2,8,0,0.0215097402597402,0.0046421040299906,0.0355140832106038,1.25,1.75,0.5,2.0,3.5,0.27,2
204,Britain Covey,PHI,6,4.0,0.67,4,2,20,0,0.0196078431372549,0.0034812880765883,0.0318486663594941,2.5,2.0,0.5,5.0,10.0,0.1033333333333333,0
205,Xavier Gipson,PHI,5,2.6,0.52,2,2,6,0,0.0155555555555555,-0.0095330965150565,0.0166601657727937,0.0,-4.5,1.0,3.0,7.5,0.03,1
206,Tai Felton,MIN,12,5.5,0.46,3,3,25,0,0.0107185990338164,0.0060135122606962,0.020287357133212,0.7619047619047619,3.67,1.0,8.33,4.67,0.0441176470588235,0
207,Charlie Jones,CIN,14,6.0,0.43,1,0,0,0,0.0021008403361344,0.0089285714285714,0.0094012605042016,0.0,42.0,0.0,0.0,,0.0214285714285714,0
208,Derius Davis,LAC,11,3.5,0.32,3,2,10,0,0.0089350442221255,0.0143661007860237,0.0234588368834049,0.3888888888888889,11.0,0.667,3.33,4.0,0.1109090909090909,0
209,Nikko Remigio,KC,14,4.2,0.3,1,1,21,0,0.0024630541871921,0.0041608876560332,0.0066072026400114,1.1666666666666667,18.0,1.0,21.0,3.0,0.0328571428571428,0
210,Alex Bachman,LV,11,3.2,0.29,3,2,12,0,0.0094123048668503,0.0050824154275405,0.0176761480995538,0.7619047619047619,4.67,0.667,4.0,1.0,0.063076923076923,0
211,Devin Duvernay,CHI,17,4.6000000000000005,0.27,5,2,26,0,0.0086511527687998,0.0144280360310651,0.0230763543749453,0.3472222222222222,15.0,0.4,5.2,0.0,0.0352941176470588,1
212,Anthony Gould,IND,11,2.6,0.24,2,2,6,0,0.0053661616161616,-0.0011426989281624,0.0072493531745286,0.5,-1.0,1.0,3.0,4.0,0.0872727272727272,0
213,DeAndre Carter,CLE,4,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,,,,,0.0,0
214,Jamal Agnew,ATL,11,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,,,,,0.0018181818181818,0
215,Simi Fehoko,ARI,7,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,,,,,0.0625,0
216,Steven Sims,ARI,3,0.0,0.0,1,0,0,0,0.0114942528735632,0.0029239766081871,0.0192881629360758,0.0,2.0,0.0,0.0,,0.0699999999999999,0
217,Laquon Treadwell,IND,6,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,,,,,0.059,0
218,Jason Brownlee,KC,3,0.0,0.0,1,0,0,0,0.0087719298245614,0.011070110701107,0.020906972227617,0.0,9.0,0.0,0.0,,0.0683333333333333,1
219,LaJohntay Wester,BAL,14,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,,,,,0.0617647058823529,0
220,Dalen Cambre,NYG,3,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,,,,,0.0328571428571428,0
221,Myles Price,MIN,16,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,,,,,0.018125,0
222,Ke'Shawn Williams,PIT,8,0.0,0.0,0,0,0,0,0.0,0.0,0.0,,,,,,0.02375,0
